,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
7025,leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 05:15:00,0.208,0.558,0.234,-0.128,negative,set()
7026,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:15:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
7027,meet the self-appointed ambassador for the wronged men of #metoo https://t.co/7op7f7uenn',2019-10-16 05:15:00,0.266,0.734,0.0,-0.4404,negative,set()
7028,tksinclair @rachelintheoc yes #metoo - i was just 15.',2019-10-16 05:14:00,0.0,0.526,0.474,0.4019,positive,set()
7029,#metoo #resist #auspol the first woman spacewalk is being brought forward and will happen in the next 48 hours https://t.co/khxvtdu09o',2019-10-16 05:14:00,0.0,1.0,0.0,0.0,neutral,set()
7030,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:14:00,0.0,0.838,0.162,0.4404,positive,set()
7031," @evawuk: it's arrived in the post! so excited to read - especially chapter 9 'beyond the bright lights: are minoritized women outside th2\x806""",2019-10-16 05:14:00,0.0,0.7,0.3,0.6771,positive,{'women'}
7032," @time: two years ago, @alyssa_milano tweeted, 2\x80\x9cif you've been sexually harassed or assaulted write 2\x80\x98me too2\x80\x99 as a reply to this tweet.2\x80\x9d s2\x806""",2019-10-16 05:14:00,0.257,0.743,0.0,-0.7845,negative,"{'two', 'years'}"
7033,"trehan_barkha: i know i will be bashed but sach ye hai .....\nbarkha chup raho #metoo par aapka stand is wrong , metoo movement is good.2\x806'",2019-10-16 05:14:00,0.148,0.714,0.138,-0.0516,negative,"{'metoo', 'movement'}"
7034,"i2\x80\x99m not trying to remember how\n(trust me, i2\x80\x99m not)\n\npurple ink blots threatened to drown out my skin,\nevery single2\x806 https://t.co/0iwkiyur08'",2019-10-16 05:13:00,0.268,0.6,0.132,-0.5267,negative,set()
7035,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:13:00,0.0,0.838,0.162,0.4404,positive,set()
7036,tamimar66257802 @zerlinamaxwell #yesallwomen and #metoo were massive movements b/c these attitudes are so pervasiv2\x806 https://t.co/ku09r1tnz,2019-10-16 05:13:00,0.0,1.0,0.0,0.0,neutral,set()
7037,"meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 05:13:00,0.394,0.606,0.0,-0.7579,negative,set()
7038,ajmaga1a2a: @scottypatriot1 @mauidiver1 @mailonline who agrees that if it was a man all the metoo stuff would be screamed all over the2\x806',2019-10-16 05:13:00,0.163,0.709,0.128,-0.128,negative,{'metoo'}
7039,team older feminist: am i allowed nuanced feelings about #metoo? https://t.co/jyrl5rp6ma',2019-10-16 05:13:00,0.0,1.0,0.0,0.0,neutral,set()
7040,"susanbanki: we are still learning the impacts of metoo, in sectors dear to many of us, like humanitarianism. sydney friends, i will be2\x806'",2019-10-16 05:13:00,0.0,0.573,0.427,0.802,positive,set()
7041,"madfckingwitch: another important post, witches. please read:\nhttps://t.co/6fzkxznrub\n\n#wefightforwomen\n#statusbro\n#metoo \n#timesup htt2\x806'",2019-10-16 05:12:00,0.0,0.76,0.24,0.4767,positive,set()
7042,"madfckingwitch: another important post, witches. please read:\nhttps://t.co/6fzkxznrub\n\n#wefightforwomen\n#statusbro\n#metoo \n#timesup htt2\x806'",2019-10-16 05:12:00,0.0,0.76,0.24,0.4767,positive,set()
7043,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:12:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
7044,"taranaburke: october marks the 2nd anniversary of the #metoo hashtag &amp; the start of a monumental shift. it rose awareness, but we deman2\x806'",2019-10-16 05:12:00,0.0,1.0,0.0,0.0,neutral,set()
7045,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:12:00,0.0,0.838,0.162,0.4404,positive,set()
7046,"brittuniverse: as da, kamala made clearing the backlog of 1,300 untested rape kits at state-run labs a top priority 2\x80\x94 and got it done w2\x806'",2019-10-16 05:12:00,0.2,0.723,0.077,-0.5994,negative,set()
7047,"mlmkylo: sometimes i hear my irls talking about metoo and shaming it and being like ""i support women who have been assaulted but metoo2\x806'",2019-10-16 05:12:00,0.183,0.538,0.28,0.2023,positive,"{'metoo', 'women'}"
7048,iamhelenchoi: keep pushing! lit \0\x9f\x945 @taranaburke founder of #metoo #metoovoter ty! first lady! read: https://t.co/lmmnxgjeqy via @time ht2\x806',2019-10-16 05:12:00,0.0,1.0,0.0,0.0,neutral,set()
7049,keep pushing! lit \0\x9f\x945 @taranaburke founder of #metoo #metoovoter ty! first lady! read: https://t.co/lmmnxgjeqy via2\x806 https://t.co/ocv7ogihoq',2019-10-16 05:11:00,0.0,1.0,0.0,0.0,neutral,set()
7050,petitioner007 @aitch_el @cheryl_kernot i do understand how #jockpalfreyman was so stiched up its the #denial gener2\x806 https://t.co/skw9xsvnos',2019-10-16 05:11:00,0.0,1.0,0.0,0.0,neutral,set()
7051,jennycooney: what an amazing day of female empowerment starting with jen &amp; reese talking #metoo and upcoming #appletv show #themorning2\x806',2019-10-16 05:11:00,0.0,0.798,0.202,0.5859,positive,set()
7052,"angelstormee: apparently i\'m ""slutting around"" if i\'m polite, nice or helpful to someone who happens to be male. \0\x9f\x98\x92\n\n..and it doesn\'t ma2\x806'",2019-10-16 05:11:00,0.0,0.699,0.301,0.6808,positive,set()
7053,"kaceykells: kellcey, by kacey kells: powerful, honest, emotional (j.g. macleod) #book #kellcey #kaceykells #metoo https://t.co/t4wj28rh2\x806'",2019-10-16 05:11:00,0.0,0.609,0.391,0.7717,positive,set()
7054,majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 05:11:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
7055,"kaceykells: kellcey ""this story not only bears witness to what countless other women have gone through, but also offers a message of ho2\x806'",2019-10-16 05:11:00,0.0,1.0,0.0,0.0,neutral,{'women'}
7056,time: the phrase #metoo was first used more than a decade ago by @taranaburke. while the 2017 reckoning appeared to have sprung up over2\x806',2019-10-16 05:10:00,0.0,1.0,0.0,0.0,neutral,set()
7057,majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 05:10:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
7058,"married2martyr: the ""how to make more money out of #metoo seminar""\n\nall the #feministpisachini &amp; #feministmafia are cordially invited2\x806'",2019-10-16 05:10:00,0.0,1.0,0.0,0.0,neutral,set()
7059,"b""nothing to be proud of; pulizer prize winning journalist @ronanfarrow slams australian booksellers' 2\x80\x98intimidation t2\x806 https://t.co/wrzbazv1ek""",2019-10-16 05:10:00,0.254,0.581,0.165,-0.2158,negative,set()
7060,balochsadia2: why #metoo feminists are silent on balochistan university scandal?\n\noh i see we students aren2\x80\x99t from elite class like mee2\x806',2019-10-16 05:10:00,0.136,0.748,0.117,-0.1027,negative,set()
7061,macleans how about 1 not connected to pedophiles! let2\x80\x99s try that! \n\n#trudeaucorruption #trudeaucoverup2\x806 https://t.co/8xbbu9flai',2019-10-16 05:10:00,0.0,1.0,0.0,0.0,neutral,set()
7062,"orthopodreg: this makes for hard reading.\n\nit2\x80\x99s a sign of the times that we are starting to talk about these events, that eminence or s2\x806'",2019-10-16 05:09:00,0.097,0.903,0.0,-0.1027,negative,set()
7063,ldrinkh20: i don2\x80\x99t understand who this movie is for? is it a girl power movie for conservatives? is it a metoo movie for liberals? what2\x806',2019-10-16 05:09:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
7064,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:09:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
7065,"gop_wh_news @yashar i mean... i did have two jobs, homeschooled my triplets... and then succumbed to a weird disea2\x806 https://t.co/ye1fi8sh9p'",2019-10-16 05:09:00,0.124,0.876,0.0,-0.1779,negative,{'two'}
7066,"sometimes i hear my irls talking about metoo and shaming it and being like ""i support women who have been assaulted2\x806 https://t.co/wh3sahnifo'",2019-10-16 05:09:00,0.0,0.679,0.321,0.6369,positive,"{'metoo', 'women'}"
7067,"ilhan: to the silence breakers2\x80\x93tarana burke, chanel miller, aly raisman, susan fowler, gretchen carlson, ashley judd, anita hill, chris2\x806'",2019-10-16 05:09:00,0.0,1.0,0.0,0.0,neutral,set()
7068," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-16 05:09:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
7069,"huffpostindia: #metoo: while google has asked the delhi high court to revoke its order, a source from instagram says the company will c2\x806'",2019-10-16 05:09:00,0.0,1.0,0.0,0.0,neutral,set()
7070," @kaceykells: some insight into a teenage girl's mind and how she copes with joy, tragedy, &amp; recovery from abuse. heroes are non-gender s2\x806""",2019-10-16 05:09:00,0.322,0.412,0.266,-0.3612,negative,set()
7071,"thebettinaarndt: from england, further evidence of the damaging effects of #metoo and educating girls to fear boys. we need to see this2\x806'",2019-10-16 05:09:00,0.351,0.649,0.0,-0.7579,negative,set()
7072,"meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 05:08:00,0.394,0.606,0.0,-0.7579,negative,set()
7073,"brassweb: jenirwinauthor:\n""a must-read story for the #metoo movement."" 5 stars!\n#metoo #metoomovement #heal #womensfiction #booklov2\x806'",2019-10-16 05:08:00,0.0,1.0,0.0,0.0,neutral,set()
7074,trehan_barkha it was metoo not shetoo or hertoo',2019-10-16 05:08:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
7075,femboisl @adeline_hi i really wonder why they included the metoo hashtag',2019-10-16 05:08:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
7076,taranaburke: disappointed that #metoovoter was not apart of this #demdebate but we are going to keep pushing this issue! \n\nsign our pet2\x806',2019-10-16 05:07:00,0.22,0.78,0.0,-0.4767,negative,set()
7077,"senschumer: when the hashtag started two years ago today, #metoo helped raise awareness for the ongoing me too movement.\n\nthank you to2\x806'",2019-10-16 05:07:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
7078," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-16 05:07:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
7079,"emarvelous: three hours, no questions on sexual violence on the second anniversary of #metoo. 2\x816@taranaburke2\x819 is pushing for one in next2\x806'",2019-10-16 05:07:00,0.215,0.785,0.0,-0.6249,negative,{'sexual'}
7080,"#metoo: while google has asked the delhi high court to revoke its order, a source from instagram says the company w2\x806 https://t.co/wl47wqrkwi'",2019-10-16 05:07:00,0.0,1.0,0.0,0.0,neutral,set()
7081,"madfckingwitch: another important post, witches. please read:\nhttps://t.co/6fzkxznrub\n\n#wefightforwomen\n#statusbro\n#metoo \n#timesup htt2\x806'",2019-10-16 05:06:00,0.0,0.76,0.24,0.4767,positive,set()
7082," @apbenven: reminder that if a woman didn't post #metoo, it doesn't mean she wasn't sexually assaulted or harassed. survivors don't owe y2\x806""",2019-10-16 05:06:00,0.408,0.592,0.0,-0.7845,negative,set()
7083,"boxersforlife: hey @betoorourke since you2\x80\x99re all about the #metoo movement and believing all women, @lgjustinfairfax the lt. governor o2\x806'",2019-10-16 05:05:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
7084,"boxersforlife: hey @betoorourke since you2\x80\x99re all about the #metoo movement and believing all women, @lgjustinfairfax the lt. governor o2\x806'",2019-10-16 05:05:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
7085,debspe @gallant_dena @justluvly101 @candicemalcolm @robmarles3 @hillaryclinton are you eluding to the #trudeau con2\x806 https://t.co/ab10ablojd',2019-10-16 05:05:00,0.0,1.0,0.0,0.0,neutral,set()
7086,"trehan_barkha: i know i will be bashed but sach ye hai .....\nbarkha chup raho #metoo par aapka stand is wrong , metoo movement is good.2\x806'",2019-10-16 05:05:00,0.148,0.714,0.138,-0.0516,negative,"{'metoo', 'movement'}"
7087,"50lux14: regarding #metoo, an idea that changed the acceptable behavior of the entire species, ms. clymer states ""where kaci got it, i2\x806'",2019-10-16 05:05:00,0.0,0.85,0.15,0.3182,positive,set()
7088,"repescobar: two years ago, the #metoo movement changed us. it has become part of our national consciousness, demanding better for survi2\x806'",2019-10-16 05:05:00,0.107,0.73,0.163,0.25,positive,"{'two', 'years', 'movement'}"
7089,"b""it's no coincidence that today marks 2 years for #metoo. meeting and being affirmed by @lavernecox was a blessing.2\x806 https://t.co/pmtilz7jay""",2019-10-16 05:04:00,0.0,0.775,0.225,0.4939,positive,{'years'}
7090,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:04:00,0.0,0.838,0.162,0.4404,positive,set()
7091,katrinanation: #metoo is a story of corruption/the weinstein investigation ignited a movement because it exposed the vulnerability that2\x806',2019-10-16 05:04:00,0.242,0.758,0.0,-0.296,negative,{'movement'}
7092,"i know i will be bashed but sach ye hai .....\nbarkha chup raho #metoo par aapka stand is wrong , metoo movement is2\x806 https://t.co/tipfazde4s'",2019-10-16 05:04:00,0.154,0.846,0.0,-0.4767,negative,"{'metoo', 'movement'}"
7093," @repmgs: two years ago, #metoo changed us. it's become part of our national consciousness, demanding better for survivors &amp; future gener2\x806""",2019-10-16 05:04:00,0.096,0.758,0.146,0.25,positive,"{'two', 'years'}"
7094,"cindimadsen: 2\x80\x9cwe will talk. i love that, mom. you should blog about this so we can help other girls, and that should be the title.2\x80\x9d\n\na2\x806'",2019-10-16 05:03:00,0.0,0.635,0.365,0.7845,positive,set()
7095," @thetimeusedtobe: [eng sub] a victim from #sanukling has first spoken up for her and other arrestees' terrible experiences. \n\nshe as a s2\x806""",2019-10-16 05:03:00,0.342,0.658,0.0,-0.6369,negative,set()
7096,libsinamerica it all comes back to bite eventually. karma\n\n#metoo \n#theresistance \n#enoughisenough \n#moscowmitch',2019-10-16 05:03:00,0.0,1.0,0.0,0.0,neutral,set()
7097,vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 05:03:00,0.0,0.838,0.162,0.4404,positive,set()
7098,chatbycc: @realdonaldtrump @cnn rumor has it2\x80\x94\n*ucker zucker has his own #metoo scandals.',2019-10-16 05:03:00,0.242,0.758,0.0,-0.4939,negative,set()
7099,"repbarbaralee: to the silence breakers - tarana burke, chanel miller, cyntoia brown, aly raisman, anita hill, christine blasey ford, fa2\x806'",2019-10-16 05:02:00,0.0,1.0,0.0,0.0,neutral,set()
7100,"meera_mitun: those horrible 25 minutes with @directorcheran inside #biggbosstamil3 house, that paved way for my eviction from bb. will2\x806'",2019-10-16 05:02:00,0.394,0.606,0.0,-0.7579,negative,set()
7101,"boxersforlife: hey @betoorourke since you2\x80\x99re all about the #metoo movement and believing all women, @lgjustinfairfax the lt. governor o2\x806'",2019-10-16 05:02:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
7102," @imsahilbhalla: a lot of companies just won't learn anything from the whole #metoo/#metooindia movement. (cc @indiametoo) https://t.co/92\x806""",2019-10-16 05:02:00,0.0,1.0,0.0,0.0,neutral,set()
7103,"makerswomen: ""me too is a tiny part of a large movement that\'s been happening for decades."" more than 20 years ago, @taranaburke first2\x806'",2019-10-16 05:02:00,0.0,1.0,0.0,0.0,neutral,"{'years', 'movement'}"
7104,"so, yes, i did get to meet @lavernecox tonight but the moment that made my soul sing was when she told our2\x806 https://t.co/mgvaxvx2aw'",2019-10-16 05:01:00,0.0,0.828,0.172,0.4019,positive,set()
