,Text,Created_at,neg,neu,pos,compound,sentiment,top_10_only
337,kill4neo @paulthasecond @realkatiejow @repjayapal triggered? #metoo \0\x9f43 i can do this all day!2\x806 https://t.co/dxrvsjn7n3',2019-10-16 21:41:00,0.0,1.0,0.0,0.0,neutral,set()
338,girlsreallyrule even b4 the continental army?\n\nuh-huh private school. \n\n#metoo \n#theresistance \n#enoughisenough \n#moscowmitch',2019-10-16 21:40:00,0.0,1.0,0.0,0.0,neutral,set()
339,a liberal uneasy in the world of #metoo feminism #authors #books #worldauthorsnews https://t.co/jrrtoexub4',2019-10-16 21:40:00,0.224,0.776,0.0,-0.3818,negative,set()
340," @pastpunditry: two years ago, @taranaburke's #metoo movement gained national prominence. a year later, renee branson and i came forward2\x806""",2019-10-16 21:40:00,0.0,0.86,0.14,0.3818,positive,"{'two', 'years', 'movement'}"
341,"billoreilly i can think of 32 million reasons why no one should believe you, bill-o. \n\n#metoo \n\nhttps://t.co/loffdoafxk'",2019-10-16 21:40:00,0.0,1.0,0.0,0.0,neutral,set()
342, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:40:00,0.181,0.819,0.0,-0.4767,negative,set()
343,aryaofsnark yes! thank you for your bravery in sharing your story and speaking up. #metoo was only the beginning.',2019-10-16 21:40:00,0.0,0.309,0.691,0.8807,positive,set()
344, @jodikantor: this story by @lisaxmiller goes in my personal canon of the very best #metoo writing. stay until the end. https://t.co/fod92\x806',2019-10-16 21:40:00,0.0,0.756,0.244,0.6369,positive,set()
345, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:40:00,0.181,0.819,0.0,-0.4767,negative,set()
346," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:39:00,0.0,0.833,0.167,0.2023,positive,set()
347,"i wish #metoo stuff wasn2\x80\x99t such taboo to talk about with people. i don2\x80\x99t want tears and discomfort, i want someone2\x806 https://t.co/uqlroigzto'",2019-10-16 21:39:00,0.188,0.6,0.212,-0.1027,negative,set()
348," @iamnotahotdog_: make yu hoi kwan and her immediate family members ineligible for u.s. entry, citizenship and visas https://t.co/cdmhwdy2\x806'",2019-10-16 21:39:00,0.0,1.0,0.0,0.0,neutral,set()
349, @jackyan: to the folks who complained about gillette2\x80\x99s #metoo-supporting ads: their sales are up. so maybe they are resonating with a si2\x806',2019-10-16 21:39:00,0.153,0.682,0.165,0.0516,positive,set()
350, @leavepubschool: public school elementary teacher charged with child sex crimes ... https://t.co/cndjnyhkvs #walkaway #metoo #pedogate #2\x806',2019-10-16 21:39:00,0.114,0.886,0.0,-0.2023,negative,set()
351, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:38:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
352," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:38:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
353,"to me, this is by far the least surprising #metoo update. goldblum has seemed creepy as hell for a loooong time. https://t.co/weyebe1vmc'",2019-10-16 21:38:00,0.368,0.632,0.0,-0.7517,negative,set()
354," @thejhf: learning about consent must be a part of all comprehensive, inclusive sexual education: https://t.co/15rrv6hdv7 https://t.co/hg2\x806'",2019-10-16 21:38:00,0.0,0.755,0.245,0.4404,positive,{'sexual'}
355," @karen__cardwell: i was raised to believe the secular world was out to get you and drag you to hell. turns out, the secular world was a2\x806'",2019-10-16 21:38:00,0.394,0.606,0.0,-0.7579,negative,set()
356,"b""help a close friend of my daughter @hollylongmore! make it happen for 'my body' music video on @indiegogo raising m2\x806 https://t.co/zqdyz7xysp""",2019-10-16 21:38:00,0.0,0.688,0.312,0.7096,positive,set()
357,"b""@superlawyers as a lawyer, i can confidently say it's an open secret that the legal profession is absolutely crawli2\x806 https://t.co/gstt9dfi2x""",2019-10-16 21:37:00,0.0,0.705,0.295,0.5574,positive,set()
358,"today, i wrote an empowering chapter for trauma survivors. i only have 1 chapter left to finish my story. truly, i2\x806 https://t.co/xoz1nw94ff'",2019-10-16 21:37:00,0.158,0.678,0.164,0.0258,positive,set()
359, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:37:00,0.181,0.819,0.0,-0.4767,negative,set()
360," @ewarren: two years ago, #metoo started a movement2\x80\x94millions spoke out and shared their stories. i'm fighting for an america where surviv2\x806""",2019-10-16 21:37:00,0.132,0.741,0.127,-0.0258,negative,"{'two', 'years'}"
361, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:37:00,0.181,0.819,0.0,-0.4767,negative,set()
362, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:37:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
363,flaunt magazine lawsuit by former assistant dismissed https://t.co/ddcebvf8ws',2019-10-16 21:37:00,0.213,0.787,0.0,-0.2263,negative,set()
364,trans women and femmes are shouting #metoo 2\x80\x94 but are you listening? https://t.co/uky8hhvqlo',2019-10-16 21:37:00,0.0,1.0,0.0,0.0,neutral,{'women'}
365, @azbrodsky: i mean i guess this is just all the #metoo backlash in a nutshell \n\nus: we think it is bad that there exist rapists and hara2\x806',2019-10-16 21:36:00,0.415,0.585,0.0,-0.8316,negative,set()
366," @c_rich75: @tariqnasheed i'd like to see more black men filing defamation lawsuits against networks &amp; accusers,etc. this #metoo &amp; witch2\x806""",2019-10-16 21:36:00,0.084,0.785,0.131,0.2263,positive,set()
367, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:36:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
368,team older feminist: am i allowed nuanced feelings about #metoo? https://t.co/0lbjhvixgq',2019-10-16 21:36:00,0.0,1.0,0.0,0.0,neutral,set()
369, @dana81499419: 3 suspects who denied sexual contact with the girl maintain the right of silence in a police investigation in cyprus\n#ayi2\x806',2019-10-16 21:36:00,0.306,0.694,0.0,-0.6486,negative,{'sexual'}
370," @phillytrib: ""the whole point of #metoovoter is to say that survivors are a huge political force and incredibly motivated in this moment2\x806'",2019-10-16 21:36:00,0.0,0.663,0.337,0.6801,positive,set()
371,queenofgeele where is metoo...and times up ...where is  the energy',2019-10-16 21:36:00,0.0,0.588,0.412,0.2732,positive,set()
372, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:36:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
373," @destigmatize: my voice, my experience counts. my worth doesn2\x80\x99t depend on your ignorance and misogynistic views. vote out this rapist en2\x806'",2019-10-16 21:35:00,0.332,0.583,0.085,-0.7579,negative,set()
374," @sairasameerarao: stop erasing black women. \n\n@abc, please issue a correction. @alyssa_milano didn't help launch the #metoo movement two2\x806""",2019-10-16 21:35:00,0.109,0.644,0.248,0.4215,positive,{'movement'}
375," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:35:00,0.0,0.833,0.167,0.2023,positive,set()
376," @phillytrib: ""the whole point of #metoovoter is to say that survivors are a huge political force and incredibly motivated in this moment2\x806'",2019-10-16 21:35:00,0.0,0.663,0.337,0.6801,positive,set()
377, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 21:35:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
378," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:35:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
379,"""the whole point of #metoovoter is to say that survivors are a huge political force and incredibly motivated in thi2\x806 https://t.co/p9prgeo5ap'",2019-10-16 21:35:00,0.0,0.682,0.318,0.6801,positive,set()
380," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:34:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
381," @destigmatize: my voice, my experience counts. my worth doesn2\x80\x99t depend on your ignorance and misogynistic views. vote out this rapist en2\x806'",2019-10-16 21:34:00,0.332,0.583,0.085,-0.7579,negative,set()
382,1 out of 3 college students say they were sexually assaulted on this campus https://t.co/1eoebwzfhp #highered #metoo',2019-10-16 21:34:00,0.274,0.726,0.0,-0.5267,negative,set()
383," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:34:00,0.0,0.833,0.167,0.2023,positive,set()
384, @madblack65: so lovely to meet @littlejanhere at my book event tonight at @aberdeenlibrary \nvery touched you made a 50 mile trip to get2\x806',2019-10-16 21:33:00,0.0,0.787,0.213,0.5859,positive,set()
385,salon warren continues with one lie after another. how could a polio stricken professor smith chase @ewarren to gr2\x806 https://t.co/lsdrk5rpks',2019-10-16 21:33:00,0.171,0.829,0.0,-0.5106,negative,set()
386, @majesticmayaaa: dear @taranaburke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being h.i.v2\x806',2019-10-16 21:33:00,0.253,0.604,0.143,-0.4588,negative,"{'sexual', 'women'}"
387," @kaceykells: ""a from the heart account of rape, from a precious young author. whether or not you or a loved one have suffered from any f2\x806'",2019-10-16 21:33:00,0.336,0.34,0.323,-0.0772,negative,set()
388,to the folks who complained about gillette2\x80\x99s #metoo-supporting ads: their sales are up. so maybe they are resonatin2\x806 https://t.co/cnt9xbghqh',2019-10-16 21:33:00,0.153,0.682,0.165,0.0516,positive,set()
389, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:33:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
390," @time: two years ago, @alyssa_milano tweeted, 2\x80\x9cif you've been sexually harassed or assaulted write 2\x80\x98me too2\x80\x99 as a reply to this tweet.2\x80\x9d s2\x806""",2019-10-16 21:33:00,0.257,0.743,0.0,-0.7845,negative,"{'two', 'years'}"
391," @kev2kev2: the #metoo movement is the new age witchcraft full of demonic forces!\nthey're controlled by the serpent who is forcing men to2\x806""",2019-10-16 21:33:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
392, @madblack65: thank you to  @aberdeenlibrary for inviting me to speak tonight and also to @waterstonesabdn @rcgaberdeen for your support2\x806',2019-10-16 21:33:00,0.0,0.652,0.348,0.5859,positive,set()
393," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:33:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
394, @lawyer4laws: elizabeth warren lies about #metoo moment.\nthe professor she describes was a victim of polio . . had trouble moving his li2\x806',2019-10-16 21:33:00,0.388,0.612,0.0,-0.765,negative,set()
395, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:32:00,0.181,0.819,0.0,-0.4767,negative,set()
396," @thejhf: learning about consent must be a part of all comprehensive, inclusive sexual education: https://t.co/15rrv6hdv7 https://t.co/hg2\x806'",2019-10-16 21:32:00,0.0,0.755,0.245,0.4404,positive,{'sexual'}
397," @sairasameerarao: stop erasing black women. \n\n@abc, please issue a correction. @alyssa_milano didn't help launch the #metoo movement two2\x806""",2019-10-16 21:32:00,0.109,0.644,0.248,0.4215,positive,{'movement'}
398," @sorrynotsorry: too many of us have #metoo stories. there is power in these stories, power that has changed the world in the two years s2\x806'",2019-10-16 21:32:00,0.0,1.0,0.0,0.0,neutral,"{'two', 'years'}"
399,when legal threats backfire. by making the book controversial this tactic is sure to boost sales and even support i2\x806 https://t.co/wup4ntw16y',2019-10-16 21:32:00,0.202,0.395,0.404,0.5574,positive,set()
400," @baphometx: 5 hashtags for equality - two years ago, the #metoo tweets shocked the film industry and lead to a worldwide movement agains2\x806'",2019-10-16 21:32:00,0.133,0.867,0.0,-0.3182,negative,"{'two', 'years', 'movement'}"
401, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:31:00,0.181,0.819,0.0,-0.4767,negative,set()
402, @kelsey_caine: .@time magazine interviewed me about confronting my attacker &amp; convincing him to advocate for sexual assault education wi2\x806',2019-10-16 21:31:00,0.417,0.459,0.124,-0.7506,negative,{'sexual'}
403,"michaelianblack @rexhuppke the normally restrained virginialady raises her hand, gesticulates wildly, and squeaks 2\x80\x9c#metoo 2\x80\x9c'",2019-10-16 21:31:00,0.0,0.814,0.186,0.4939,positive,set()
404, @azbrodsky: i mean i guess this is just all the #metoo backlash in a nutshell \n\nus: we think it is bad that there exist rapists and hara2\x806',2019-10-16 21:31:00,0.415,0.585,0.0,-0.8316,negative,set()
405,unseenjapansite loke we know metoo is trash campaign: https://t.co/yve7jkaz8w',2019-10-16 21:31:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
406,a liberal uneasy in the world of #metoo\xc20feminism https://t.co/txjnns2vsf',2019-10-16 21:31:00,0.302,0.698,0.0,-0.3818,negative,set()
407," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:31:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
408," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:30:00,0.0,0.833,0.167,0.2023,positive,set()
409," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:30:00,0.0,0.833,0.167,0.2023,positive,set()
410," @betoorourke: two years ago, millions shared a hashtag, as part of a movement that changed our country. on #metoo's 2nd anniversary, let2\x806""",2019-10-16 21:30:00,0.0,0.862,0.138,0.34,positive,"{'two', 'years', 'movement'}"
411," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:30:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
412, @lawyer4laws: elizabeth warren lies about #metoo moment.\nthe professor she describes was a victim of polio . . had trouble moving his li2\x806',2019-10-16 21:30:00,0.388,0.612,0.0,-0.765,negative,set()
413," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:30:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
414,how has he gotten the metoo pass? https://t.co/txckgq8zhf',2019-10-16 21:30:00,0.0,1.0,0.0,0.0,neutral,{'metoo'}
415, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:30:00,0.181,0.819,0.0,-0.4767,negative,set()
416,i want you to know. if you are patienceing by alone i know it. any time your efforts are amazing.\n\n#remetoo #metoo2\x806 https://t.co/ivqxe5gqin',2019-10-16 21:30:00,0.117,0.585,0.298,0.4767,positive,set()
417," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:30:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
418," @madfckingwitch: another important post, witches. please read:\nhttps://t.co/6fzkxznrub\n\n#wefightforwomen\n#statusbro\n#metoo \n#timesup htt2\x806'",2019-10-16 21:30:00,0.0,0.76,0.24,0.4767,positive,set()
419," @dana81499419: encouraging shaming and distributing revenge porn, in wattsap and telegram groups in israel, cries of revenge for the bri2\x806'",2019-10-16 21:30:00,0.415,0.437,0.148,-0.7269,negative,set()
420, @dana81499419: incidentally the girl in the picture looks british and non-israeli.  but israelis are allowed to lie in cyprus #ayianapa2\x806',2019-10-16 21:30:00,0.0,1.0,0.0,0.0,neutral,set()
421,"b""the founder of #metoo has set up a new hashtag that you're going to want to get behind https://t.co/xsfpe6ig6m https://t.co/llzfoge889""",2019-10-16 21:29:00,0.0,0.902,0.098,0.0772,positive,set()
422," @underground_: 'george w. bush went into another country, caused mass chaos that they2\x80\x99re still dealing with, over a million deaths...i2\x806""",2019-10-16 21:29:00,0.188,0.812,0.0,-0.5719,negative,set()
423, @sreidocregister: update: @anaheimuhsd to pay kennedy sex abuse victims $7.9 million in case that alleged khs employees covered up abuse2\x806',2019-10-16 21:29:00,0.378,0.622,0.0,-0.7845,negative,set()
424,bullshit!  gloria allred traffics kids for the cia... related to #jefferyepstein &gt;&gt;&gt;  this is bull shit #metoo ...2\x806 https://t.co/ht7uy9c8zs',2019-10-16 21:29:00,0.381,0.619,0.0,-0.8126,negative,set()
425, @votolatino: 2\x80\x9cwe need these candidates to see us as a power base. so many people engage with survivors from a place of pity.2\x80\x9d\n- @taranab2\x806',2019-10-16 21:29:00,0.107,0.777,0.117,0.0516,positive,set()
426, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:28:00,0.181,0.819,0.0,-0.4767,negative,set()
427,kriti sanon opens up about #metoo and gender pay gap - geo news https://t.co/ocdere5xoi https://t.co/nswp1zcztr',2019-10-16 21:28:00,0.104,0.896,0.0,-0.1027,negative,set()
428," @readmorescience: a very courageous individual has asked me to share an anonymous, open letter about sexual assault. i am humbled to use2\x806'",2019-10-16 21:28:00,0.196,0.515,0.289,0.2023,positive,{'sexual'}
429, @panayiotab: imagine sending your teenager abroad for a summer program where they become a victim of a gang rape. a film of the crime wa2\x806',2019-10-16 21:28:00,0.462,0.538,0.0,-0.8834,negative,set()
430, @leavepubschool: public school elementary teacher charged with child sex crimes ... https://t.co/cndjnyhkvs #walkaway #metoo #pedogate #2\x806',2019-10-16 21:28:00,0.114,0.886,0.0,-0.2023,negative,set()
431, @repspeier: 2 years ago today #metoo stormed our collective consciousness. the movement remains as relevant today. it inspired me to int2\x806',2019-10-16 21:28:00,0.0,0.814,0.186,0.4939,positive,"{'years', 'movement'}"
432," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:27:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
433, @leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 21:27:00,0.208,0.558,0.234,-0.128,negative,set()
434," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:27:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
435," @reuters: wanted: intimacy coordinators. hollywood's fastest growing job https://t.co/1cehcmrya2 https://t.co/8gu7xut3zy""",2019-10-16 21:27:00,0.0,0.866,0.134,0.1779,positive,set()
436, @heyyguido: can we please move away from focusing so much on health care in the next debate. we all know where they stand by now.\nwe wan2\x806',2019-10-16 21:27:00,0.0,0.703,0.297,0.6705,positive,set()
437," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:27:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
438, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:27:00,0.181,0.819,0.0,-0.4767,negative,set()
439," @nowthisnews: 2\x80\x98when you have 12 million people respond to a hashtag in 24 hours, we have a public health crisis2\x80\x99 2\x80\x94 leaders @taranaburke,2\x806'",2019-10-16 21:27:00,0.0,1.0,0.0,0.0,neutral,set()
440," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:26:00,0.0,0.833,0.167,0.2023,positive,set()
441, @heyyguido: can we please move away from focusing so much on health care in the next debate. we all know where they stand by now.\nwe wan2\x806',2019-10-16 21:26:00,0.0,0.703,0.297,0.6705,positive,set()
442," @jackstarbright: 2\x80\x98i behaved this way because i must have known on some unconscious level that, at 25, i had more of a certain kind of po2\x806'",2019-10-16 21:26:00,0.0,0.667,0.333,0.6705,positive,set()
443,rj_cle @clevelanddotcom you think #weinstein did nothing. so much for #democrats embracing the #metoo movement. https://t.co/susc9hnomv',2019-10-16 21:26:00,0.0,1.0,0.0,0.0,neutral,set()
444," @juliamacfarlane: happy birthday to angela lansbury, who responded to the #metoo movement by blaming harassment on attractive women http2\x806'",2019-10-16 21:26:00,0.288,0.429,0.283,-0.0258,negative,"{'women', 'movement'}"
445, @drhelenscott: inherent power imbalance in the workplace - holly taylor dunn @psychuow @worcester_uni one in four young women scared the2\x806',2019-10-16 21:26:00,0.153,0.847,0.0,-0.4404,negative,{'women'}
446," @aijenpoo: 2\x80\x9cyou can2\x80\x99t have 12 million people respond to a hashtag in this country and they not be constituents, taxpayers, and voters. w2\x806'",2019-10-16 21:26:00,0.0,1.0,0.0,0.0,neutral,set()
447, @vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',2019-10-16 21:26:00,0.0,0.838,0.162,0.4404,positive,set()
448," @ips_dc: in a massive victory for labor unions and women's and human rights activists, the international labor movement has adopted a sw2\x806""",2019-10-16 21:26:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
449,public school elementary teacher charged with child sex crimes ... https://t.co/cndjnyhkvs #walkaway #metoo #pedogate #northcarolina',2019-10-16 21:25:00,0.122,0.878,0.0,-0.2023,negative,set()
450," @ambertamblyn: months before metoo broke us wide open, a man tapped me on the shoulder at a restaurant and said he had read this op-ed i2\x806'",2019-10-16 21:25:00,0.189,0.811,0.0,-0.4215,negative,{'metoo'}
451,"b""in a massive victory for labor unions and women's and human rights activists, the international labor movement has2\x806 https://t.co/lgrucyfxrp""",2019-10-16 21:25:00,0.0,1.0,0.0,0.0,neutral,{'movement'}
452," @reuters: two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera sex scenes wi2\x806'",2019-10-16 21:25:00,0.299,0.701,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
453, @leahgreenb: questions on:\n\n-puerto rico: 0\n-police violence: 0\n-#metoo: 0\n-climate justice: 0\n-white supremacy: 0\n-affordable housing:2\x806',2019-10-16 21:25:00,0.208,0.558,0.234,-0.128,negative,set()
454," @juliamacfarlane: happy birthday to angela lansbury, who responded to the #metoo movement by blaming harassment on attractive women http2\x806'",2019-10-16 21:25:00,0.288,0.429,0.283,-0.0258,negative,"{'women', 'movement'}"
455,"in the wake of #metoo, one startup just pioneered a new way to oust offending board members https://t.co/9lkqbmpkak #politics #feedly'",2019-10-16 21:25:00,0.191,0.809,0.0,-0.5106,negative,set()
456, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:25:00,0.181,0.819,0.0,-0.4767,negative,set()
457, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:25:00,0.181,0.819,0.0,-0.4767,negative,set()
458,"b""@msactiviss @inthenoosphere hell no, weinstein sleeps in his own bed. it's time to bill cosby his ass, that's the o2\x806 https://t.co/xzhaiosrin""",2019-10-16 21:25:00,0.424,0.576,0.0,-0.8442,negative,set()
459,"announcing our representation of @helloalice: the free multi-channel platform powered by ai technology, and the fir2\x806 https://t.co/dgdmuuryql'",2019-10-16 21:25:00,0.0,0.784,0.216,0.5106,positive,set()
460,"these stories are going to keep coming for a generation or so. the culture was clearly widespread, acknowledged, an2\x806 https://t.co/shk4tdvefy'",2019-10-16 21:25:00,0.0,0.816,0.184,0.4019,positive,set()
461,"two years after a sexual harassment scandal roiled hollywood, the industry is taking a new approach to on-camera se2\x806 https://t.co/ufzbpgwg8u'",2019-10-16 21:25:00,0.314,0.686,0.0,-0.7506,negative,"{'two', 'years', 'sexual'}"
462, @lisabloom: i won an $11 million sexual harassment verdict against this man (judge just increased to over $12 million) and more cases to2\x806',2019-10-16 21:24:00,0.216,0.556,0.228,-0.2023,negative,{'sexual'}
463,this bish would quote a goddamn rapist \0\x9f\x99\x84\0\x9f\x99\x84\0\x9f\x98\x92\0\x9f\x98\x92 #metoo https://t.co/uu0zykqva,2019-10-16 21:24:00,0.308,0.692,0.0,-0.8402,negative,set()
464,normiesunite @mtaibbi 1. this is the same debunked smear campaign\n\n2. you don2\x80\x99t believe anything you2\x80\x99re saying. yo2\x806 https://t.co/jhtms3iwt3',2019-10-16 21:24:00,0.128,0.872,0.0,-0.3612,negative,set()
465," @sterlinggate: introducing... 'the me too girl' 2\x80\x93 a new drama-thriller coming your way soon by lance &amp; james morcan, authors of the crit2\x806""",2019-10-16 21:24:00,0.0,0.924,0.076,0.1027,positive,set()
466," @theview: ""so much goes into the thought of admitting this, not only to the world, but to yourself. i have never really been ready for t2\x806'",2019-10-16 21:24:00,0.205,0.795,0.0,-0.3241,negative,set()
467, @manny_ottawa: what a year on twitter- i2\x80\x99ve seen\n\nliberal:\n1. lawyers - defend attack on rule of law- #obstructionofjustice \n\n2. feminis2\x806',2019-10-16 21:24:00,0.181,0.819,0.0,-0.4767,negative,set()
468, @theview: actress and #metoo activist @alyssa_milano opens up about why she went public with her sexual assault story 25 years later: 2\x80\x9ci2\x806',2019-10-16 21:24:00,0.202,0.798,0.0,-0.5859,negative,"{'years', 'sexual'}"
469,inherent power imbalance in the workplace - holly taylor dunn @psychuow @worcester_uni one in four young women scar2\x806 https://t.co/f2etgstspc',2019-10-16 21:23:00,0.0,1.0,0.0,0.0,neutral,{'women'}
470, @elsamariedsilva: please download the #safecity mobile app on android and ios to report sexual violence anonymously. #metoo #timesup #ge2\x806',2019-10-16 21:23:00,0.201,0.686,0.113,-0.4215,negative,{'sexual'}
471," @gottmaninst: 2\x80\x9cas a psychotherapist supporting clients with abuse histories for 15 years, i've learned that the erasure of trust in othe2\x806""",2019-10-16 21:23:00,0.196,0.514,0.29,0.25,positive,set()
472, @oliviamesser: 2\x80\x9cthe message is loud and clear: #metoo movement or not2\x80\x94speaking out about gender motivated violence will result in untold2\x806',2019-10-16 21:22:00,0.173,0.591,0.236,0.128,positive,{'movement'}
473," @lisabritton: during this time of metoo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",2019-10-16 21:22:00,0.0,0.833,0.167,0.2023,positive,set()
474,yay!! i hope she pays dearly!! #brettkavanaugh #kavanaughlied under oath!! #metoo #metoovoter https://t.co/aqzinz3wl0',2019-10-16 21:22:00,0.0,0.468,0.532,0.8442,positive,set()
475, @queenbpip: johnny depp &amp; amber heard: mass thread\n\n#johnnydepp #amberheard  \n#metoo #timesup #abusehasnogender\n\nspanish: https://t.co/o2\x806',2019-10-16 21:22:00,0.0,1.0,0.0,0.0,neutral,set()
